Category,Sub-Category,Product Name,total_sales,total_profit,total_units,orders,loss_orders,profit_margin_pct,loss_rate_pct
Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",154.34,42.3,27.0,7,1.0,27.41,14.29
Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",98.87,42.24,7.0,3,0.0,42.73,0.0
Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",124.59,42.05,26.0,4,0.0,33.75,0.0
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",150.67,41.96,14.0,5,0.0,27.85,0.0
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.7,41.92,15.0,5,0.0,28.0,0.0
Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",253.65,41.87,21.0,6,1.0,16.51,16.67
Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.6,41.86,28.0,8,1.0,16.0,12.5
Office Supplies,Labels,Avery White Multi-Purpose Labels,95.62,41.83,20.0,4,0.0,43.75,0.0
Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.29,41.64,10.0,3,0.0,17.05,0.0
Office Supplies,Binders,GBC Wire Binding Combs,184.05,41.57,26.0,7,2.0,22.58,28.57
Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,146.56,41.42,10.0,4,0.0,28.26,0.0
Office Supplies,Appliances,Holmes HEPA Air Purifier,239.58,41.38,14.0,6,1.0,17.27,16.67
Office Supplies,Labels,Avery 51,95.76,41.33,16.0,5,0.0,43.16,0.0
Office Supplies,Paper,Xerox 1999,98.5,41.21,17.0,7,0.0,41.84,0.0
Office Supplies,Binders,Aluminum Screw Posts,354.03,41.2,41.0,11,6.0,11.64,54.55
Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.06,41.12,24.0,7,6.0,0.93,85.71
Office Supplies,Paper,Xerox 211,104.98,40.95,19.0,4,0.0,39.01,0.0
Office Supplies,Paper,Xerox 1956,89.7,40.9,16.0,2,0.0,45.6,0.0
Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",99.06,40.77,17.0,6,0.0,41.15,0.0
Office Supplies,Paper,Xerox 1920,89.7,40.37,15.0,4,0.0,45.0,0.0
Office Supplies,Paper,Xerox 1992,86.11,40.36,15.0,4,0.0,46.87,0.0
Office Supplies,Paper,Xerox 1986,85.5,40.35,13.0,4,0.0,47.19,0.0
Technology,Phones,Classic Ivory Antique Telephone ZL1810,341.67,40.2,4.0,2,0.0,11.76,0.0
Office Supplies,Binders,GBC Imprintable Covers,241.56,39.97,36.0,8,3.0,16.55,37.5
Office Supplies,Binders,Recycled Premium Regency Composition Covers,110.02,39.88,9.0,3,0.0,36.25,0.0
Office Supplies,Labels,Avery 508,87.4,39.82,19.0,6,0.0,45.56,0.0
Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.81,8.0,2,0.0,12.0,0.0
Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",171.09,39.75,18.0,5,1.0,23.24,20.0
Office Supplies,Paper,Xerox 1957,95.9,39.72,17.0,6,0.0,41.42,0.0
Office Supplies,Labels,Avery 48,90.72,39.69,15.0,3,0.0,43.75,0.0
Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11,39.65,11.0,2,0.0,45.0,0.0
Office Supplies,Storage,Super Decoflex Portable Personal File,179.76,39.55,13.0,5,0.0,22.0,0.0
Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22,39.53,35.0,7,0.0,42.41,0.0
Office Supplies,Paper,Xerox 196,92.48,39.42,18.0,8,0.0,42.63,0.0
Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',704.69,39.37,44.0,7,4.0,5.59,57.14
Office Supplies,Paper,Xerox 1923,94.86,39.28,16.0,5,0.0,41.41,0.0
Furniture,Furnishings,Eldon 200 Class Desk Accessories,133.14,39.19,22.0,7,0.0,29.43,0.0
Office Supplies,Paper,Xerox 1967,89.42,38.88,15.0,5,0.0,43.48,0.0
Office Supplies,Art,Prang Colored Pencils,90.55,38.81,32.0,7,0.0,42.86,0.0
Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,100.46,38.73,16.0,3,0.0,38.55,0.0
Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93,38.62,7.0,4,0.0,23.0,0.0
Office Supplies,Paper,Xerox 224,95.9,38.62,17.0,6,0.0,40.27,0.0
Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",89.41,38.25,19.0,6,0.0,42.78,0.0
Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),86.84,38.21,14.0,2,0.0,44.0,0.0
Furniture,Furnishings,Tensor Track Tree Floor Lamp,299.85,38.18,17.0,4,0.0,12.73,0.0
Office Supplies,Paper,Xerox 193,77.74,38.09,13.0,3,0.0,49.0,0.0
Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0,38.01,44.0,11,6.0,4.3,54.55
Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.77,37.99,25.0,6,3.0,4.09,50.0
Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,103.86,37.85,11.0,3,0.0,36.44,0.0
Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",239.47,37.82,17.0,4,2.0,15.79,50.0
Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",116.22,37.5,34.0,7,2.0,32.27,28.57
Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,128.7,37.44,12.0,4,0.0,29.09,0.0
Technology,Accessories,Memorex Micro Travel Drive 4 GB,103.88,37.42,11.0,3,0.0,36.02,0.0
Furniture,Furnishings,Ultra Door Push Plate,149.26,37.41,34.0,7,0.0,25.07,0.0
Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,177.61,37.39,12.0,5,0.0,21.05,0.0
Office Supplies,Supplies,"Elite 5"" Scissors",179.14,37.18,24.0,7,0.0,20.75,0.0
Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",102.49,37.11,13.0,3,0.0,36.2,0.0
Office Supplies,Paper,Xerox 2000,84.24,37.07,14.0,5,0.0,44.0,0.0
Office Supplies,Binders,Wilson Jones Active Use Binders,115.02,37.06,21.0,6,2.0,32.22,33.33
Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,124.74,37.04,17.0,3,0.0,29.69,0.0
Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,196.02,37.03,22.0,6,0.0,18.89,0.0
Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,465.65,36.92,14.0,3,1.0,7.93,33.33
Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36,36.64,13.0,3,0.0,29.0,0.0
Office Supplies,Art,Newell Chalk Holder,83.43,36.59,21.0,7,0.0,43.86,0.0
Office Supplies,Envelopes,Fashion Color Clasp Envelopes,77.9,36.52,15.0,3,0.0,46.88,0.0
Technology,Phones,RCA ViSYS 25425RE1 Corded phone,323.98,36.45,3.0,1,0.0,11.25,0.0
Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",76.84,36.4,12.0,3,0.0,47.37,0.0
Office Supplies,Paper,Southworth Structures Collection,72.8,36.4,10.0,2,0.0,50.0,0.0
Furniture,Furnishings,3M Hangers With Command Adhesive,108.04,36.0,33.0,8,1.0,33.32,12.5
Office Supplies,Labels,Avery 487,84.87,35.98,25.0,7,0.0,42.39,0.0
Office Supplies,Storage,"Personal Folder Holder, Ebony",145.73,35.87,14.0,6,0.0,24.62,0.0
Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,92.14,35.6,30.0,8,0.0,38.64,0.0
Furniture,Furnishings,Nu-Dell Oak Frame,151.66,35.46,16.0,3,0.0,23.38,0.0
Office Supplies,Labels,Avery 512,84.39,35.37,32.0,5,0.0,41.92,0.0
Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",197.83,35.33,42.0,10,3.0,17.86,30.0
Office Supplies,Appliances,Hoover Commercial SteamVac,168.39,35.31,14.0,4,1.0,20.97,25.0
Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,100.39,35.3,23.0,4,1.0,35.16,25.0
Office Supplies,Paper,Xerox 1946,79.06,35.25,13.0,3,0.0,44.59,0.0
Office Supplies,Paper,Xerox 210,95.9,35.25,18.0,6,0.0,36.76,0.0
Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92,35.13,18.0,3,0.0,14.0,0.0
Technology,Machines,Lexmark S315 Color Inkjet Printer,299.97,35.0,5.0,2,1.0,11.67,50.0
Office Supplies,Paper,Xerox 229,85.54,34.99,15.0,3,0.0,40.91,0.0
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,34.9,28.0,9,0.0,38.17,0.0
Office Supplies,Art,Newell 309,196.35,34.65,20.0,5,0.0,17.65,0.0
Office Supplies,Art,Newell 312,234.77,34.46,49.0,11,0.0,14.68,0.0
Office Supplies,Labels,Avery 513,93.62,34.46,22.0,5,0.0,36.81,0.0
Office Supplies,Labels,Avery 474,78.34,34.27,30.0,9,0.0,43.75,0.0
Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",80.59,34.16,15.0,7,0.0,42.39,0.0
Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,123.81,34.11,24.0,6,0.0,27.55,0.0
Furniture,Tables,Safco Drafting Table,638.82,34.07,12.0,4,2.0,5.33,50.0
Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,1007.4,33.81,17.0,6,5.0,3.36,83.33
Office Supplies,Art,Newell 315,145.91,33.79,25.0,6,0.0,23.16,0.0
Office Supplies,Paper,Xerox 200,84.24,33.7,15.0,5,0.0,40.0,0.0
Office Supplies,Paper,Xerox 198,75.7,33.47,16.0,3,0.0,44.21,0.0
Furniture,Furnishings,DAX Solid Wood Frames,113.33,33.32,13.0,3,0.0,29.4,0.0
Office Supplies,Paper,Xerox 221,80.35,33.18,14.0,4,0.0,41.29,0.0
Office Supplies,Supplies,Acme Softgrip Scissors,166.06,33.13,23.0,4,0.0,19.95,0.0
Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,491.84,32.99,17.0,4,1.0,6.71,25.0
Office Supplies,Art,50 Colored Long Pencils,138.18,32.92,14.0,5,0.0,23.82,0.0
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",80.94,32.92,15.0,5,0.0,40.67,0.0
Office Supplies,Paper,Xerox 1902,82.22,32.89,4.0,2,0.0,40.0,0.0
Office Supplies,Art,Crayola Colored Pencils,120.7,32.8,40.0,11,0.0,27.17,0.0
Office Supplies,Paper,Xerox 1966,79.06,32.79,14.0,6,0.0,41.48,0.0
Furniture,Furnishings,Acrylic Self-Standing Desk Frames,93.98,32.73,37.0,8,0.0,34.83,0.0
Office Supplies,Paper,Xerox 1994,76.46,32.66,13.0,4,0.0,42.71,0.0
Office Supplies,Labels,Avery 483,83.66,32.57,19.0,6,0.0,38.93,0.0
Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,88.07,32.29,14.0,5,0.0,36.67,0.0
Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25,32.25,20.0,5,0.0,45.26,0.0
Office Supplies,Paper,Xerox 1954,84.48,32.21,18.0,4,0.0,38.13,0.0
Office Supplies,Paper,Xerox 231,79.06,31.88,14.0,5,0.0,40.33,0.0
Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",70.19,31.63,17.0,3,0.0,45.06,0.0
Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",83.49,31.57,12.0,3,0.0,37.82,0.0
Office Supplies,Labels,Avery 49,66.82,31.56,24.0,6,0.0,47.24,0.0
Office Supplies,Labels,Avery 52,68.63,31.48,19.0,6,0.0,45.86,0.0
Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.25,31.47,4.0,1,0.0,33.75,0.0
Office Supplies,Envelopes,Pastel Pink Envelopes,65.52,31.45,9.0,3,0.0,48.0,0.0
Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",269.33,31.42,31.0,7,4.0,11.67,57.14
Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",72.85,31.4,24.0,5,0.0,43.1,0.0
Office Supplies,Storage,Crate-A-Files,176.58,31.39,18.0,7,0.0,17.78,0.0
Office Supplies,Paper,Xerox 22,75.17,31.36,13.0,3,0.0,41.72,0.0
Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",72.25,31.31,12.0,3,0.0,43.33,0.0
Office Supplies,Binders,VariCap6 Expandable Binder,122.83,31.14,10.0,3,1.0,25.35,33.33
Office Supplies,Art,BIC Brite Liner Highlighters,86.11,30.88,23.0,7,0.0,35.87,0.0
Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.17,30.86,12.0,3,0.0,45.26,0.0
Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,100.92,30.74,22.0,5,1.0,30.46,20.0
Office Supplies,Paper,Southworth Parchment Paper & Envelopes,83.71,30.74,15.0,6,0.0,36.72,0.0
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",123.12,30.59,21.0,6,0.0,24.84,0.0
Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",101.94,30.58,3.0,1,0.0,30.0,0.0
Office Supplies,Paper,Xerox 1975,69.98,30.33,12.0,5,0.0,43.33,0.0
Office Supplies,Art,Newell 347,127.54,30.3,32.0,7,0.0,23.76,0.0
Office Supplies,Envelopes,Poly String Tie Envelopes,68.14,30.29,35.0,11,0.0,44.46,0.0
Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,30.28,19.0,5,0.0,45.86,0.0
Office Supplies,Paper,Xerox 1981,70.75,30.1,14.0,4,0.0,42.54,0.0
Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,457.97,30.04,31.0,11,5.0,6.56,45.45
Technology,Accessories,Dell Slim USB Multimedia Keyboard,125.0,30.0,5.0,2,0.0,24.0,0.0
Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,68.28,29.95,21.0,5,0.0,43.86,0.0
Office Supplies,Paper,Things To Do Today Spiral Book,82.37,29.86,13.0,3,0.0,36.25,0.0
Office Supplies,Art,Newell 325,128.03,29.74,34.0,6,0.0,23.23,0.0
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,170.98,29.73,41.0,10,4.0,17.39,40.0
Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.09,29.54,8.0,3,0.0,38.82,0.0
Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,79.23,29.54,13.0,5,0.0,37.28,0.0
Office Supplies,Labels,Avery 515,62.65,29.45,5.0,2,0.0,47.0,0.0
Furniture,Furnishings,"Contract Clock, 14"", Brown",334.1,29.45,21.0,5,2.0,8.82,40.0
Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,191.35,29.42,21.0,7,2.0,15.37,28.57
Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88,29.39,12.0,3,0.0,7.0,0.0
Office Supplies,Paper,Tops Wirebound Message Log Books,73.7,29.28,25.0,6,0.0,39.73,0.0
Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,29.27,4.0,1,0.0,47.0,0.0
Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,110.48,29.24,28.0,6,1.0,26.46,16.67
Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,96.42,29.2,15.0,4,0.0,30.28,0.0
Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,262.45,28.75,29.0,9,1.0,10.95,11.11
Office Supplies,Paper,Xerox 1932,85.06,28.71,3.0,1,0.0,33.75,0.0
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",75.36,28.64,12.0,2,0.0,38.0,0.0
Office Supplies,Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",62.61,28.54,9.0,2,0.0,45.58,0.0
Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",139.87,28.27,20.0,7,0.0,20.21,0.0
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",111.19,28.26,31.0,8,1.0,25.41,12.5
Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",441.73,28.26,19.0,5,1.0,6.4,20.0
Office Supplies,Labels,Avery 506,66.08,28.17,17.0,3,0.0,42.63,0.0
Office Supplies,Paper,Xerox 1899,69.36,28.09,14.0,5,0.0,40.5,0.0
Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,84.83,28.05,19.0,6,0.0,33.07,0.0
Office Supplies,Paper,Xerox 223,58.32,27.99,9.0,3,0.0,48.0,0.0
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,88.16,27.97,30.0,7,0.0,31.72,0.0
Office Supplies,Paper,Xerox 1963,77.09,27.72,17.0,3,0.0,35.96,0.0
Furniture,Furnishings,DAX Clear Channel Poster Frame,119.56,27.7,10.0,3,1.0,23.17,33.33
Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",158.24,27.69,10.0,2,0.0,17.5,0.0
Office Supplies,Labels,Avery 500,58.48,27.49,8.0,2,0.0,47.0,0.0
Office Supplies,Supplies,Fiskars Home & Office Scissors,97.68,27.35,11.0,3,0.0,28.0,0.0
Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,272.89,27.29,11.0,3,0.0,10.0,0.0
Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,424.9,27.19,6.0,2,0.0,6.4,0.0
Office Supplies,Paper,Xerox 1897,67.73,27.09,16.0,4,0.0,40.0,0.0
Office Supplies,Art,Prang Drawing Pencil Set,100.08,27.08,39.0,11,0.0,27.06,0.0
Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,96.65,26.92,26.0,8,3.0,27.85,37.5
Office Supplies,Paper,Xerox 1974,57.41,26.91,10.0,4,0.0,46.87,0.0
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.9,26.85,20.0,7,0.0,30.21,0.0
Office Supplies,Art,Newell 341,96.73,26.84,23.0,7,0.0,27.74,0.0
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,94.86,26.78,20.0,7,0.0,28.24,0.0
Furniture,Furnishings,OIC Stacking Trays,82.83,26.72,30.0,6,1.0,32.26,16.67
Office Supplies,Envelopes,Peel & Seel Envelopes,62.86,26.54,18.0,4,0.0,42.22,0.0
Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,209.31,26.51,40.0,8,2.0,12.66,25.0
Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,90.88,26.36,16.0,4,0.0,29.0,0.0
Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.49,26.28,4.0,3,0.0,21.11,0.0
Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,159.4,26.22,21.0,7,0.0,16.45,0.0
Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",124.59,26.21,19.0,4,1.0,21.04,25.0
Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.11,11.0,5,2.0,16.12,40.0
Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.18,25.9,1.0,1,0.0,12.5,0.0
Office Supplies,Paper,Array Memo Cubes,54.91,25.85,11.0,3,0.0,47.08,0.0
Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,53.76,25.8,12.0,3,0.0,48.0,0.0
Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.01,25.76,16.0,6,2.0,31.8,33.33
Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,60.03,25.76,15.0,4,0.0,42.91,0.0
Office Supplies,Paper,Xerox 1965,56.21,25.71,10.0,4,0.0,45.74,0.0
Office Supplies,Fasteners,Acco Hot Clips Clips to Go,67.12,25.5,23.0,6,0.0,37.99,0.0
Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,238.33,25.49,46.0,12,4.0,10.7,33.33
Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,87.52,25.16,20.0,5,1.0,28.75,20.0
Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,71.28,24.95,9.0,4,0.0,35.0,0.0
Office Supplies,Fasteners,Ideal Clamps,58.69,24.86,33.0,8,0.0,42.36,0.0
Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.78,24.81,26.0,5,0.0,6.64,0.0
Office Supplies,Paper,Xerox 1924,60.11,24.74,12.0,4,0.0,41.15,0.0
Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,148.03,24.67,15.0,3,0.0,16.67,0.0
Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",59.7,24.66,35.0,7,0.0,41.31,0.0
Office Supplies,Labels,Avery 511,56.67,24.64,20.0,6,0.0,43.48,0.0
Office Supplies,Binders,Presstex Flexible Ring Binders,92.82,24.57,30.0,8,3.0,26.47,37.5
Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98,24.29,3.0,1,0.0,33.75,0.0
Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.62,24.2,10.0,3,2.0,2.27,66.67
Furniture,Bookcases,Bush Mission Pointe Library,748.86,24.16,6.0,3,1.0,3.23,33.33
Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,3035.21,24.14,27.0,8,1.0,0.8,12.5
Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36,24.14,6.0,2,0.0,47.0,0.0
Office Supplies,Paper,Xerox 208,54.43,24.11,9.0,2,0.0,44.29,0.0
Office Supplies,Envelopes,Convenience Packs of Business Envelopes,58.64,24.11,18.0,6,0.0,41.11,0.0
Office Supplies,Supplies,Staple remover,263.09,24.07,61.0,18,8.0,9.15,44.44
Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,88.92,24.01,13.0,3,0.0,27.0,0.0
Office Supplies,Labels,Avery 494,56.38,23.96,23.0,6,0.0,42.5,0.0
Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,80.49,23.96,23.0,9,2.0,29.76,22.22
Office Supplies,Paper,Xerox 206,60.91,23.85,11.0,5,0.0,39.15,0.0
Office Supplies,Binders,Wilson Jones Impact Binders,134.68,23.72,42.0,9,4.0,17.62,44.44
Office Supplies,Art,Newell 31,94.99,23.62,24.0,5,0.0,24.87,0.0
Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.56,23.54,13.0,4,1.0,4.57,25.0
Office Supplies,Labels,Avery 493,55.97,23.42,13.0,4,0.0,41.84,0.0
Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,93.6,23.4,15.0,2,0.0,25.0,0.0
Office Supplies,Labels,Avery 501,66.42,23.39,22.0,8,0.0,35.22,0.0
Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",176.7,23.32,14.0,6,2.0,13.2,33.33
Office Supplies,Art,Newell 35,93.15,23.29,30.0,9,0.0,25.0,0.0
Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",279.18,23.27,22.0,5,0.0,8.33,0.0
Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357.0,23.25,25.0,8,3.0,6.51,37.5
Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,23.19,22.0,6,2.0,6.82,33.33
Office Supplies,Paper,Xerox 1950,49.71,23.18,9.0,3,0.0,46.63,0.0
Office Supplies,Labels,Avery 488,51.03,23.18,17.0,6,0.0,45.43,0.0
Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28,23.04,5.0,2,0.0,33.75,0.0
Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,149.92,22.97,15.0,5,1.0,15.32,20.0
Office Supplies,Labels,Avery 496,50.25,22.95,14.0,4,0.0,45.67,0.0
Office Supplies,Binders,Cardinal Holdit Business Card Pockets,87.65,22.91,25.0,8,1.0,26.14,12.5
Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,99.32,22.91,27.0,8,2.0,23.06,25.0
Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,62.82,22.89,11.0,5,1.0,36.44,20.0
Office Supplies,Labels,Avery 514,47.81,22.84,17.0,4,0.0,47.77,0.0
Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,50.23,22.78,9.0,3,0.0,45.36,0.0
Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.98,22.71,7.0,2,0.0,45.44,0.0
Technology,Phones,Pyle PRT45 Retro Home Telephone,201.57,22.68,4.0,1,0.0,11.25,0.0
Office Supplies,Paper,Xerox 1927,65.06,22.68,18.0,5,0.0,34.87,0.0
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,77.87,22.58,13.0,3,0.0,29.0,0.0
Office Supplies,Paper,Xerox 1896,49.95,22.48,5.0,2,0.0,45.0,0.0
Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.6,22.47,15.0,4,0.0,41.15,0.0
Office Supplies,Labels,Avery 492,53.57,22.46,20.0,5,0.0,41.94,0.0
Office Supplies,Art,Fluorescent Highlighters by Dixon,90.74,22.45,26.0,5,0.0,24.74,0.0
Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,367.09,22.43,13.0,5,0.0,6.11,0.0
Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.05,22.42,16.0,5,0.0,46.67,0.0
Office Supplies,Paper,Xerox 218,49.25,22.29,8.0,5,0.0,45.26,0.0
Office Supplies,Art,Newell 351,82.66,22.11,26.0,7,0.0,26.75,0.0
Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84,22.06,6.0,2,0.0,26.0,0.0
Office Supplies,Labels,Avery 520,46.62,22.05,15.0,5,0.0,47.3,0.0
Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",51.12,21.96,15.0,3,0.0,42.96,0.0
Office Supplies,Binders,Avery Hanging File Binders,105.85,21.89,26.0,6,1.0,20.68,16.67
Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,133.86,21.83,14.0,2,1.0,16.3,50.0
Office Supplies,Paper,Xerox 215,45.36,21.77,7.0,2,0.0,48.0,0.0
